channel_name,category,sub_category,customer_remarks,tenure_bucket,agent_shift,csat_score,response_minutes,retention_label
Inbound,Order Related,Delayed,More quick call castomar.. Then costomer ask help,31-60,Morning,5,3,1
Inbound,Product Queries,Product Specific Information,,>90,Morning,5,51,1
Inbound,Returns,Service Centres Related,Thank you,>90,Afternoon,5,2,1
Outcall,Returns,Wrong,,>90,Morning,5,45,1
Outcall,Order Related,Seller Cancelled Order,,0-30,Evening,4,9,1
Outcall,Order Related,Order status enquiry,I satisfied??????,0-30,Morning,5,5,1
Inbound,Refund Related,Refund Related Issues,,>90,Morning,5,2,1
Inbound,Payments related,Billing Related,her way of understanding is very good,>90,Split,5,9,1
Inbound,Cancellation,Not Needed,Order not received,On Job Training,Morning,1,1,0
Inbound,Shopzilla Related,General Enquiry,,>90,Morning,5,288,1
Outcall,Returns,Missing,,31-60,Morning,5,57,1
Inbound,Product Queries,Product Specific Information,I couldn't avail bank discount offer even after its showing on the website product's page.,0-30,Morning,1,10,0
Inbound,Returns,Reverse Pickup Enquiry,Return,0-30,Evening,1,134,0
Inbound,Order Related,Priority delivery,Ys,On Job Training,Morning,3,18,
Email,Order Related,Delayed,Ok,0-30,Morning,5,2,1
Inbound,Returns,Return request,Good,On Job Training,Morning,4,1,1
Inbound,Order Related,Delayed,Your customer exicutive not receive call in full day,31-60,Evening,1,7,0
Outcall,Returns,Return request,Thank you Shopzilla customer support,>90,Morning,5,23,1
Inbound,Payments related,Online Payment Issues,Very good,>90,Morning,5,36,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,3,1
Outcall,Order Related,Installation/demo,,0-30,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Hi,>90,Split,5,15,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,4,727,1
Inbound,Order Related,Order status enquiry,,31-60,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,24,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Night,5,11,1
Outcall,Returns,Wrong,,0-30,Morning,5,2,1
Email,Refund Related,Refund Enquiry,,31-60,Evening,5,3,1
Outcall,Order Related,Priority delivery,,On Job Training,Morning,5,1,1
Inbound,Returns,Wrong,I believe that MR.   is more responsible and knowledgeable that the people I talked earlier including your senior staff.He deserves to be in the senior position than the person whom I have talked earlier(senior person).,>90,Afternoon,5,10,1
Inbound,Shopzilla Related,General Enquiry,,>90,Split,5,2,1
Inbound,Product Queries,Product Specific Information,Good,>90,Morning,4,4,1
Outcall,Returns,Product related Issues,,>90,Evening,5,30,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,1,6,0
Outcall,Returns,Reverse Pickup Enquiry,One of the worst customer service! Sadly I have to give this comment! I asked for return and refund! But all supervisors also failed to answer my question! One supervisor wantedly heard my voice and ignored as she is unable to hear anything from my end! And hung up! Pls check it and take further actions,>90,Morning,1,,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,"from Shopzilla on  . 6th July'23. But the said product was manufacturing defect & i replace the same.On the top of bottle, water are leaking. We are out of station for 15days , when we came & fill with water it has been found same issue. So replacement item was same issue as earlier.Now Return period was over, as a Shopzilla plus member more than 5yrs, i am hereby requesting that please return the defect product & refund my money.Attaching screenshot for your reference.With regards",>90,Morning,1,5,0
Inbound,Returns,Fraudulent User,,>90,Afternoon,5,10,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,4,2,1
Outcall,Shopzilla Related,Shopzila Premium Related,,>90,Morning,5,7,1
Inbound,Returns,Exchange / Replacement,,>90,Morning,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,Thanks,On Job Training,Evening,5,3,1
Inbound,Refund Related,Refund Related Issues,,>90,Morning,4,159,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,2,1
Inbound,Order Related,Delayed,,31-60,Evening,5,2,1
Inbound,Feedback,UnProfessional Behaviour,,31-60,Morning,5,2,1
Inbound,Offers & Cashback,Affiliate Offers,,>90,Split,5,102,1
Inbound,Refund Related,Refund Related Issues,,On Job Training,Morning,5,2,1
Inbound,Order Related,Invoice request,5 Star for customer support,0-30,Morning,5,9,1
Outcall,Returns,Return request,Excellent,On Job Training,Morning,4,2,1
Outcall,Returns,Return request,,61-90,Evening,5,7,1
Inbound,Product Queries,Life Insurance,Best,On Job Training,Evening,5,262,1
Inbound,Shopzilla Related,Shopzila Premium Related,,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,2,1
Inbound,Refund Related,Refund Enquiry,thanks,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,The pickup driver was come in 1 min afte costomer care call cut.. ..  my product is returned in 1 min after costomer care call ??,>90,Evening,5,18,1
Outcall,Returns,Fraudulent User,Please update the customer support number in Shopzilla Mobile App.,0-30,Morning,5,6,1
Inbound,Order Related,Installation/demo,,0-30,Evening,3,8,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,37,1
Inbound,Feedback,UnProfessional Behaviour,,31-60,Evening,4,6,1
Inbound,Product Queries,Product Specific Information,Please try using SuperBuy customer support.  Shopzilla can learn an lot from SuperBuy in this area.,0-30,Morning,1,9,0
Inbound,Order Related,Invoice request,,31-60,Morning,5,6,1
Inbound,Returns,Fraudulent User,,31-60,Evening,5,44718,
Outcall,Returns,Reverse Pickup Enquiry,Super support Shopzilla aapka bahut,0-30,Morning,5,3,1
Inbound,Shopzilla Related,General Enquiry,,On Job Training,Morning,1,2,0
Inbound,Order Related,Priority delivery,,31-60,Morning,5,34,1
Inbound,Payments related,Wallet related,Thank you ??????????,31-60,Evening,5,6,1
Outcall,Cancellation,Not Needed,,>90,Morning,5,5,1
Inbound,Order Related,Seller Cancelled Order,,31-60,Evening,1,210,0
Inbound,Returns,Reverse Pickup Enquiry,Good,>90,Split,5,2,1
Inbound,Order Related,Order status enquiry,Need proper feedback . No repeating of known information through your executive.,On Job Training,Evening,2,2,0
Email,Feedback,UnProfessional Behaviour,,>90,Afternoon,1,3,0
Inbound,Order Related,Delayed,,>90,Afternoon,4,0,1
Inbound,Returns,Return request,,>90,Evening,5,3,1
Inbound,Order Related,Delayed,,>90,Evening,5,1,1
Inbound,Returns,Service Centres Related,,61-90,Evening,5,10,1
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Morning,1,4,0
Inbound,Order Related,Installation/demo,,>90,Morning,3,38,
Inbound,Order Related,Order status enquiry,There is no issue. Service is good,>90,Evening,5,2,1
Inbound,Returns,Fraudulent User,Thanks sir,>90,Evening,5,32,1
Inbound,Cancellation,Not Needed,Nice Shopzilla,31-60,Morning,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,Very low quality product available on Shopzilla so plz available quality product,>90,Evening,5,6,1
Inbound,Order Related,Seller Cancelled Order,,>90,Morning,1,2,0
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,7,1
Inbound,Order Related,Order status enquiry,Customer supporting is the best,>90,Evening,5,11,1
Outcall,Order Related,Priority delivery,,31-60,Morning,3,60,
Outcall,Payments related,PayLater related,,>90,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Good,61-90,Evening,5,134,1
Inbound,Returns,Reverse Pickup Enquiry,Good,0-30,Morning,5,382,1
Inbound,Refund Related,Refund Enquiry,Nothing all good Shopzilla is awesome,On Job Training,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,5,31-60,Split,5,45,1
Outcall,Returns,Missing,This is first time experience for me,>90,Morning,2,15,0
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,13,1
Outcall,Order Related,Installation/demo,,31-60,Evening,5,11,1
Inbound,Order Related,Order status enquiry,,0-30,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,"Your scammer, you have given me used and broken smart phone and I wasted my 50,000 rupees for broken product. Shame on you you don't even resolve my request",0-30,Evening,1,6,0
Inbound,Order Related,Order status enquiry,Good but not for my problem,>90,Evening,5,52,1
Inbound,Order Related,Order status enquiry,,0-30,Morning,5,0,1
Inbound,Order Related,Installation/demo,,0-30,Morning,1,25,0
Inbound,Returns,Fraudulent User,customer care   baat karke ????-???? dhanyvad,>90,Split,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,I need some kind of help with my product,>90,Afternoon,1,44600,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,32,1
Inbound,Returns,Wrong,,>90,Morning,4,4,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,4,4,1
Inbound,Order Related,Seller Cancelled Order,Don't cancel order after the place order successful and date confirm.Pehle customer ne order   or baad me saler ne cancel kar Diya   inform kiye   koi rigen diye.,0-30,Evening,4,4,1
Inbound,Offers & Cashback,Other Cashback,Please take action on complain and customer feedback,61-90,Evening,5,14,1
Inbound,Refund Related,Refund Enquiry,,>90,Morning,4,1,1
Inbound,Order Related,Installation/demo,Very disappointed support from Shopzilla that product not return/replacement even after having having replacement policy and within the time frame.Asking to contact IFB for resolving. As I a Shopzilla customer and product is within policy period there is no support from Shopzilla.,>90,Morning,1,18,0
Outcall,Shopzilla Related,General Enquiry,,31-60,Morning,5,18,1
Inbound,Payments related,Payment related Queries,,0-30,Morning,5,2,1
Outcall,Order Related,Installation/demo,,>90,Morning,5,4,1
Outcall,Returns,Return request,Very good respond. Thanks Shopzilla ??,31-60,Morning,5,10,1
Inbound,Returns,Return request,,>90,Morning,5,4,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,Shopzilla is good but worker is not all good,>90,Evening,5,75,1
Outcall,Returns,Return request,,>90,Morning,5,3,1
Outcall,Product Queries,Product Specific Information,My concern is still not solved,31-60,Morning,3,,
Inbound,App/website,Issues with Shopzilla App,Thank you,On Job Training,Morning,5,6,1
Inbound,Returns,Missing,,>90,Afternoon,5,3,1
Outcall,Shopzilla Related,Signup Issues,,0-30,Evening,5,49,1
Inbound,Order Related,Order status enquiry,,On Job Training,Morning,4,1,1
Inbound,Order Related,General Enquiry,,31-60,Evening,1,1,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,1,1
Inbound,Returns,Return request,,0-30,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,Bakwas delivery,31-60,Evening,1,7,0
Outcall,Returns,Missing,Sir nolage is good and guidance and speaking is good and my problem is solution,0-30,Morning,5,3,1
Inbound,Refund Related,Refund Enquiry,,61-90,Afternoon,5,2,1
Inbound,Shopzilla Related,General Enquiry,Thanks,>90,Evening,1,2,0
Outcall,Refund Related,Refund Enquiry,,31-60,Morning,5,6,1
Inbound,Order Related,Invoice request,,On Job Training,Evening,5,32,1
Inbound,Refund Related,Refund Enquiry,My refund ammount was transferred in my Shopzilla wallet without my confirmation,0-30,Morning,1,11,0
Outcall,Returns,Fraudulent User,,61-90,Evening,5,90,1
Inbound,Refund Related,Refund Enquiry,thi????,31-60,Evening,5,2,1
Inbound,Order Related,Delayed,Best customer care he talking wd me friendly and he solve my issue without any failure thnk u so much,>90,Evening,5,,1
Inbound,Returns,Wrong,,On Job Training,Morning,5,1,1
Inbound,Order Related,Order status enquiry,Very very very good ??,>90,Evening,5,1,1
Inbound,Order Related,Seller Cancelled Order,,31-60,Morning,2,323,0
Inbound,Returns,Damaged,Thnx,31-60,Evening,5,2,1
Inbound,Returns,Wrong,It's pathetic. The way a sime query is handled.,31-60,Night,1,0,0
Outcall,Returns,Return request,,>90,Evening,5,16,1
Inbound,Returns,Return request,,>90,Afternoon,4,4,1
Inbound,Order Related,General Enquiry,,>90,Morning,5,18,1
Outcall,Refund Related,Refund Enquiry,sake utna       par,>90,Morning,4,5,1
Inbound,Order Related,Delayed,,31-60,Morning,5,4,1
Outcall,Payments related,Payment related Queries,Customer support is very good ????,On Job Training,Morning,5,21,1
Outcall,Returns,Fraudulent User,Thanks for supporting please resolved this issue ASAP,61-90,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,2,194,0
Inbound,Returns,Service Centres Related,,On Job Training,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Great customer care,61-90,Evening,5,5,1
Inbound,Order Related,Delayed,,0-30,Evening,5,4,1
Inbound,Order Related,Delayed,,>90,Split,4,7,1
Email,Returns,Wrong,,31-60,Morning,5,3,1
Inbound,Shopzilla Related,General Enquiry,Thank you,0-30,Morning,4,3,1
Inbound,Cancellation,Not Needed,,31-60,Afternoon,1,2,0
Inbound,Returns,Return request,,61-90,Afternoon,5,9,1
Inbound,Order Related,Delayed,,31-60,Evening,5,44030,
Inbound,Feedback,UnProfessional Behaviour,,>90,Evening,5,5,1
Inbound,Order Related,Order status enquiry,,31-60,Evening,5,0,1
Inbound,Returns,Fraudulent User,,61-90,Evening,4,84,1
Inbound,Product Queries,Product Specific Information,Very very good ??????,>90,Morning,5,69,1
Inbound,Order Related,Order status enquiry,Nyc,>90,Morning,5,1,1
Outcall,Shopzilla Related,Shopzila Premium Related,Thank you,61-90,Morning,5,1,1
Inbound,Shopzilla Related,General Enquiry,,On Job Training,Evening,4,43810,0
Outcall,Cancellation,Return cancellation,,0-30,Morning,4,7,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,1,1,0
Inbound,Payments related,Wallet related,,>90,Evening,5,1,1
Inbound,Refund Related,Refund Related Issues,Questions no solve,>90,Morning,1,14,0
Inbound,Shopzilla Related,General Enquiry,,>90,Evening,5,32,1
Outcall,Shopzilla Related,General Enquiry,Good how,>90,Evening,5,12,1
Inbound,Order Related,Installation/demo,,31-60,Morning,1,5,0
Inbound,Returns,Return request,,>90,Evening,5,1,1
Inbound,Returns,Return request,Thank you sir,61-90,Morning,5,15,1
Inbound,Order Related,Delayed,Stop talking like a robot to your customers and actually help them!!!,>90,Morning,1,0,0
Email,Returns,Reverse Pickup Enquiry,,31-60,Morning,4,4,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,3,1
Inbound,Order Related,Delayed,,>90,Split,5,118,1
Inbound,Returns,Reverse Pickup Enquiry,Very Good,0-30,Morning,5,18,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,1,123,0
Inbound,Product Queries,Product Specific Information,,>90,Afternoon,5,8,1
Outcall,Order Related,Customer Requested Modifications,,On Job Training,Morning,5,1,1
Inbound,Returns,Return request,,>90,Morning,5,1,1
Outcall,Returns,Return request,Thank,>90,Morning,5,2,1
Outcall,Order Related,Order status enquiry,,>90,Morning,5,14,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,1,1
Outcall,Product Queries,Product Specific Information,,0-30,Evening,5,4,1
Inbound,Refund Related,Refund Enquiry,Not resolve my issue till now,61-90,Evening,1,,0
Inbound,Feedback,UnProfessional Behaviour,,>90,Evening,5,2,1
Outcall,Cancellation,Return cancellation,Thanks Shopzilla,>90,Morning,1,3,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Refund Related,Refund Enquiry,,>90,Evening,5,2,1
Inbound,Refund Related,Refund Enquiry,,61-90,Night,4,3,1
Inbound,Returns,Return request,,>90,Evening,5,5,1
Inbound,Order Related,Order status enquiry,,61-90,Evening,4,14,1
Inbound,Payments related,Online Payment Issues,,>90,Morning,1,0,0
Outcall,Payments related,Payment related Queries,,>90,Morning,5,13,1
Inbound,Order Related,Installation/demo,Tnq,>90,Morning,4,3,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,1,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,5,1
Inbound,Order Related,Delayed,,31-60,Evening,4,4,1
Inbound,Order Related,Order status enquiry,"No, there is no problem. Nice to talk to the customer care service. Nice experience.",0-30,Morning,1,2,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,302,1
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Morning,4,1,1
Inbound,Returns,Fraudulent User,Tqq sir very good helping,>90,Evening,5,2,1
Inbound,Order Related,Order status enquiry,,>90,Night,5,24,1
Inbound,Returns,Reverse Pickup Enquiry,I really thank you for the support and resolution given by Shopzilla executive  . Appreciated his work of resolution.,0-30,Evening,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,1,1
Outcall,Returns,Missing,Overall it's good experience n,>90,Split,5,12,1
Outcall,Returns,Reverse Pickup Enquiry,The customer care person who talk with me he is so geniune and nice,>90,Morning,5,2,1
Inbound,Returns,Fraudulent User,,>90,Morning,4,6,1
Outcall,Order Related,Order status enquiry,,>90,Morning,1,4,0
Inbound,Order Related,Seller Cancelled Order,,61-90,Evening,4,2,1
Outcall,Order Related,Invoice request,"?? ????? ?????? ??????? ?????? ????? ????? ???? ?????? ???? ????????????? ?? ??????? ???? ?? ??? ????? ??????? ???? ???? ?????, AI ??? ????? ??? ??? ?????",0-30,Morning,5,2,1
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,3,1
Inbound,Order Related,Seller Cancelled Order,Need to calm to but good communication,>90,Morning,5,8,1
Outcall,Shopzilla Related,General Enquiry,,0-30,Morning,5,2,1
Inbound,Order Related,Delayed,Avi tak delevary kyu nahi kiya hai,61-90,Afternoon,1,,0
Inbound,Payments related,Online Payment Issues,Baat karke bahut,>90,Split,5,1,1
Email,Returns,Reverse Pickup Enquiry,Return pick is very very poor.,>90,Morning,5,5,1
Inbound,Refund Related,Refund Related Issues,Excellent,>90,Split,5,1,1
Inbound,Shopzilla Related,General Enquiry,I will done my payment but....,On Job Training,Morning,5,7,1
Email,Refund Related,Refund Enquiry,,>90,Morning,5,4,1
Inbound,Refund Related,Refund Enquiry,Goood,0-30,Morning,5,81,1
Inbound,Order Related,Order status enquiry,Thx,>90,Afternoon,4,3,1
Outcall,Order Related,Seller Cancelled Order,,On Job Training,Morning,2,5,0
Inbound,Returns,Service Centres Related,,>90,Afternoon,5,2,1
Inbound,Returns,Return request,,0-30,Morning,5,6,1
Outcall,Returns,Exchange / Replacement,Worst experience with Shopzilla services,61-90,Morning,1,5,0
Outcall,Returns,Return request,,On Job Training,Morning,4,89,1
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Morning,4,111,1
Outcall,Returns,Missing,,>90,Morning,4,2,1
Inbound,Offers & Cashback,Affiliate Offers,Call hold nahi karna chahiye,31-60,Morning,1,6,0
Inbound,Shopzilla Related,Signup Issues,Excellent ??,>90,Afternoon,5,3,1
Inbound,Cancellation,Not Needed,Pathetic Service,>90,Morning,1,,0
Inbound,Cancellation,Not Needed,Thanks ??,>90,Morning,5,2,1
Outcall,Returns,Return request,Good,>90,Evening,5,3,1
Inbound,Order Related,Order status enquiry,,>90,Afternoon,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,8,1
Inbound,Returns,Exchange / Replacement,,61-90,Evening,5,59,1
Outcall,Order Related,Order status enquiry,,61-90,Evening,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,Excellent,>90,Morning,5,4,1
Inbound,Offers & Cashback,Affiliate Offers,,>90,Split,5,2,1
Inbound,Returns,Return request,,61-90,Evening,5,2,1
Inbound,Refund Related,Refund Enquiry,,On Job Training,Evening,1,2,0
Inbound,Returns,Exchange / Replacement,,>90,Morning,5,0,1
Inbound,Refund Related,Refund Enquiry,,0-30,Morning,5,2,1
Inbound,Payments related,Wallet related,,On Job Training,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,S god,>90,Afternoon,5,317,1
Inbound,Shopzilla Related,General Enquiry,,On Job Training,Evening,1,43959,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,1,1
Outcall,Returns,Return request,,>90,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,4,1,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,12,1
Inbound,Order Related,Order status enquiry,,0-30,Evening,1,108,0
Inbound,Returns,Return request,Very good,>90,Split,5,3,1
Inbound,Feedback,UnProfessional Behaviour,,31-60,Morning,1,1,0
Outcall,Order Related,Delayed,,>90,Evening,5,15,1
Inbound,Feedback,UnProfessional Behaviour,,>90,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,"Replace my shoe,as soon as possible.",31-60,Evening,5,14,1
Inbound,Returns,Return request,Helping,31-60,Evening,5,57,1
Inbound,Returns,Return request,Sweet person ??  thank you Shopzilla,>90,Morning,5,5,1
Outcall,Feedback,UnProfessional Behaviour,,>90,Morning,5,370,1
Inbound,Order Related,Seller Cancelled Order,,61-90,Evening,5,7,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,2,1
Inbound,Payments related,Online Payment Issues,,31-60,Night,5,5,1
Inbound,Product Queries,Product Specific Information,,0-30,Morning,4,5,1
Outcall,Feedback,UnProfessional Behaviour,,31-60,Morning,4,136,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,5,19,1
Outcall,Payments related,Payment related Queries,,>90,Afternoon,5,1,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,259,1
Inbound,Payments related,Payment related Queries,I really appreciate customer support service,On Job Training,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,3,1
Inbound,Order Related,Order status enquiry,Not good,On Job Training,Evening,1,44257,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,4,1
Inbound,Order Related,Order status enquiry,Give delivery on time,>90,Evening,5,7,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,3,4,
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,4,324,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,1,1,0
Inbound,Order Related,Order status enquiry,,>90,Morning,5,126,1
Inbound,Returns,Reverse Pickup Enquiry,????????? ???? ?? ??? ????? ????????? ???,>90,Morning,5,3,1
Outcall,Returns,Service Centres Related,,0-30,Morning,5,178,1
Outcall,Product Queries,Product Specific Information,,0-30,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,3,1
Inbound,Returns,Technician Visit,,61-90,Evening,5,28,1
Outcall,Order Related,Priority delivery,,On Job Training,Morning,1,422,0
Outcall,Returns,Fraudulent User,,On Job Training,Evening,5,43946,
Inbound,Order Related,Installation/demo,,31-60,Morning,4,2,1
Outcall,Returns,Fraudulent User,,31-60,Morning,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,1,1,0
Inbound,Returns,Return request,,>90,Morning,1,397,0
Inbound,Returns,Return request,Nahi,31-60,Evening,5,4,1
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Morning,3,128,
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,38,1
Outcall,Product Queries,Product Specific Information,Amount deducted but order still pending,On Job Training,Evening,1,2,0
Inbound,Order Related,Order status enquiry,,On Job Training,Morning,1,7,0
Outcall,Returns,Return request,Very very  helpful,61-90,Evening,5,1,1
Inbound,Order Related,Installation/demo,,0-30,Morning,3,2,
Inbound,Offers & Cashback,Other Cashback,,>90,Morning,1,2,0
Inbound,Order Related,Delayed,Not solved my issue,31-60,Morning,1,,0
Inbound,Order Related,Delayed,,31-60,Evening,5,28,1
Inbound,Order Related,Delayed,,>90,Afternoon,3,12,
Inbound,Refund Related,Refund Enquiry,,>90,Morning,4,5,1
Inbound,Returns,Return request,,>90,Afternoon,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Returns,Fraudulent User,,0-30,Morning,5,111,1
Outcall,Feedback,UnProfessional Behaviour,Bad service and call disconnect time loss please Shopzilla aise service providers socha nhi th,>90,Morning,1,,0
Inbound,Returns,Return request,,>90,Evening,5,2,1
Inbound,Order Related,Delayed,Shift bhi,>90,Split,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,Not helping... Behave rudely,On Job Training,Morning,1,394,0
Outcall,Returns,Missing,"Nice work by your site sir,i hope you are a genius person, Shopzilla company have a good workers, thanks for my question slove",31-60,Morning,5,14,1
Inbound,Returns,Missing,,>90,Morning,5,694,1
Outcall,Returns,Return request,"Don't inlist unathenticated sellers on Shopzilla, refund is not matter, Time is more valuable than money and as same trust on Shopzilla is getting effected",31-60,Morning,5,5,1
Inbound,Returns,Wrong,"The speaker was too fast in explaining the points, it was difficult to catch up at one go.",61-90,Evening,4,6,1
Inbound,Order Related,Order status enquiry,Niche,0-30,Morning,3,3,
Inbound,Refund Related,Refund Enquiry,Nice,>90,Morning,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,107,1
Inbound,Payments related,Payment related Queries,,>90,Night,5,113,1
Outcall,Order Related,Order status enquiry,,On Job Training,Evening,5,1,1
Inbound,Order Related,Order status enquiry,????,31-60,Afternoon,5,2,1
Outcall,Order Related,Order status enquiry,,On Job Training,Evening,1,18,0
Outcall,Payments related,Online Payment Issues,Good in soling problem,0-30,Evening,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Order Related,Delayed,,On Job Training,Evening,5,2,1
Inbound,Order Related,Seller Cancelled Order,Customer care executive is very iresposible first of all take call and don't answer the call for 10 minutes and playing some irritating songs at the time of call after answer the call simpy ask customer is not audible am I mad who on line before 15 minutes for listen this am not audible I want to raise a complaint against the executive give me her details,>90,Morning,1,20,0
Inbound,Returns,Service Centres Related,,0-30,Evening,1,3,0
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,5,5,1
Inbound,Payments related,PayLater related,,>90,Morning,5,2,1
Inbound,Order Related,Order status enquiry,Excellent ????,>90,Afternoon,5,68,1
Inbound,Returns,Fraudulent User,cere I'd good ans,>90,Morning,5,1,1
Inbound,Order Related,Priority delivery,,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,4,0,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,4,45,1
Inbound,Order Related,Delayed,Thanks,>90,Evening,5,7,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,44439,
Outcall,Returns,Reverse Pickup Enquiry,Bhaayya bohat helpful thee,>90,Morning,5,4,1
Outcall,Returns,Reverse Pickup Enquiry,Good job raza,>90,Afternoon,5,0,1
Outcall,Order Related,Installation/demo,,>90,Evening,5,13,1
Outcall,Product Queries,Product Specific Information,,31-60,Morning,2,4,0
Outcall,Returns,Reverse Pickup Enquiry,Nice,31-60,Afternoon,5,4,1
Email,Order Related,Installation/demo,,>90,Morning,5,12,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,My call was disconnected before completing,>90,Morning,1,1,0
Inbound,Returns,Fraudulent User,,>90,Morning,5,2,1
Outcall,Returns,Return request,,31-60,Evening,5,2,1
Inbound,Order Related,Order status enquiry,,31-60,Morning,5,4,1
Inbound,Order Related,Order Verification,,0-30,Morning,5,3,1
Inbound,Product Queries,Product Specific Information,,0-30,Morning,5,5,1
